Category	Org1_ID	Org2_ID	Rank	K_Expected
OtO	P00387	Q9DCN2	1	1
OtO	P00390	P47791	1	1
OtO	P00395	P00397	1	1
OtO	P00403	P00405	1	1
OtO	P00414	P00416	1	1
OtO	P00439	P16331	1	1
OtO	P00441	P08228	1	1
OtO	P00450	Q61147	1	1
OtO	P00451	Q06194	1	1
OtO	P00480	P11725	1	1
OtO	P00488	Q8BH61	1	1
OtO	P00492	P00493	1	1
OtO	P00505	P05202	1	1
OtO	P00519	P00520	1	1
OtO	P00533	Q01279	1	1
OtO	P00540	P00536	1	1
OtO	P00558	P09411	1	1
OtO	P00568	Q9R0Y5	1	1
OtO	P00709	P29752	1	1
OtO	P00734	P19221	1	1
OtO	P00740	P16294	1	1
OtO	P00742	O88947	1	1
OtO	P00746	P03953	23	1
OtO	P00747	P20918	1	1
OtO	P00748	Q80YC5	1	1
OtO	P00749	P06869	1	1
OtO	P00750	P11214	1	1
OtO	P00751	P04186	1	1
OtO	P00813	P03958	1	1
OtO	P00846	P00848	1	1
OtO	P00915	P13634	1	1
OtO	P00918	P00920	1	1
OtO	P00966	P16460	1	1
OtO	P00995	P09036	1	1
OtO	P01008	P32261	1	1
OtO	P01019	P11859	1	1
OtO	P01024	P01027	1	1
OtO	P01031	P06684	1	1
OtO	P01033	P12032	1	1
OtO	P01034	P21460	1	1
OtO	P01100	P01101	1	1
OtO	P01106	P01108	1	1
OtO	P01111	P08556	1	1
OtO	P01112	Q61411	1	1
OtO	P01116	P32883	1	1
OtO	P01127	P31240	1	1
OtO	P01130	P35951	1	1
OtO	P01133	P01132	1	1
OtO	P01135	P48030	1	1
OtO	P01137	P04202	1	1
OtO	P01138	P01139	1	1
OtO	P01148	P13562	1	1
OtO	P01160	P05125	1	1
OtO	P01178	P35454	1	1
OtO	P01185	P35455	1	1
OtO	P01189	P01193	1	1
OtO	P01210	P22005	1	1
OtO	P01213	O35417	1	1
OtO	P01215	P01216	1	1
OtO	P01222	P12656	1	1
OtO	P01225	Q60687	1	1
OtO	P01236	P06879	1	1
OtO	P01258	P70160	1	1
OtO	P01266	O08710	1	1
OtO	P01270	Q9Z0L6	1	1
OtO	P01275	P55095	1	1
OtO	P01282	P32648	1	1
OtO	P01286	P16043	1	1
OtO	P01298	P10601	285	1
OtO	P01303	P57774	1	1
OtO	P01344	P09535	1	1
OtO	P01350	P48757	1	1
OtO	P01374	P09225	1	1
OtO	P01375	P06804	1	1
OtO	P01574	P01575	1	1
OtO	P01579	P01580	1	1
OtO	P01583	P01582	1	1
OtO	P01584	P10749	1	1
OtO	P01588	P07321	1	1
OtO	P01589	P01590	1	1
OtO	P01591	P01592	1	1
OtO	P01730	P06332	1	1
OtO	P01732	P01731	1	1
OtO	P01833	O70570	1	1
OtO	P01834	P01837	1	1
OtO	P01848	P01849	1	1
OtO	P01854	P06336	66	1
OtO	P01871	P01872	2	1
OtO	P02008	P06467	1	1
OtO	P02100	P02104	1	1
OtO	P02144	P04247	1	1
OtO	P02452	P11087	1	1
OtO	P02458	P28481	1	1
OtO	P02461	P08121	1	1
OtO	P02462	P02463	1	1
OtO	P02489	P24622	2	1
OtO	P02511	P23927	1	1
OtO	P02533	Q61781	1	1
OtO	P02545	P48678	1	1
OtO	P02549	P08032	1	1
OtO	P02585	P20801	1	1
OtO	P02647	Q00623	1	1
OtO	P02649	P08226	1	1
OtO	P02652	P09813	1	1
OtO	P02654	P34928	1	1
OtO	P02655	Q05020	1	1
OtO	P02656	P33622	1	1
OtO	P02671	E9PV24	1	1
OtO	P02675	Q8K0E8	1	1
OtO	P02679	Q8VCM7	1	1
OtO	P02686	P04370	1	1
OtO	P02689	P24526	1	1
OtO	P02708	P04756	1	1
OtO	P02724	P14220	3	1
OtO	P02730	P04919	1	1
OtO	P02741	P14847	1	1
OtO	P02743	P12246	1	1
OtO	P02745	P98086	1	1
OtO	P02746	P14106	1	1
OtO	P02747	Q02105	1	1
OtO	P02748	P06683	1	1
OtO	P02749	Q01339	1	1
OtO	P02750	Q91XL1	1	1
OtO	P02751	P11276	1	1
OtO	P02753	Q00724	1	1
OtO	P02760	Q07456	1	1
OtO	P02765	P29699	1	1
OtO	P02766	P07309	1	1
OtO	P02768	P07724	1	1
OtO	P02771	P02772	1	1
OtO	P02774	P21614	1	1
OtO	P02778	P17515	1	1
OtO	P02786	Q62351	1	1
OtO	P02787	Q921I1	1	1
OtO	P02788	P08071	1	1
OtO	P02790	Q91X72	1	1
OtO	P02794	P09528	1	1
OtO	P03372	P19785	1	1
OtO	P03886	P03888	1	1
OtO	P03891	P03893	1	1
OtO	P03897	P03899	1	1
OtO	P03901	P03903	1	1
OtO	P03905	P03911	1	1
OtO	P03915	P03921	1	1
OtO	P03923	P03925	1	1
OtO	P03928	P03930	1	1
OtO	P03951	Q91Y47	1	1
OtO	P03952	P26262	1	1
OtO	P03971	P27106	1	1
OtO	P03973	P97430	1	1
OtO	P03999	P51491	1	1
OtO	P04003	Q60736	2	1
OtO	P04004	P29788	1	1
OtO	P04035	Q01237	1	1
OtO	P04040	P24270	1	1
OtO	P04049	Q99N57	1	1
OtO	P04053	P09838	1	1
OtO	P04054	Q9Z0Y2	1	1
OtO	P04062	P17439	1	1
OtO	P04066	Q99LJ1	1	1
OtO	P04070	P33587	1	1
OtO	P04075	P05064	1	1
OtO	P04080	Q62426	1	1
OtO	P04083	P10107	1	1
OtO	P04085	P20033	1	1
OtO	P04114	E9Q414	1	1
OtO	P04118	Q9CQC2	1	1
OtO	P04141	P01587	1	1
OtO	P04150	P06537	1	1
OtO	P04155	Q08423	1	1
OtO	P04156	P04925	1	1
OtO	P04179	P09671	1	1
OtO	P04180	P16301	1	1
OtO	P04181	P29758	1	1
OtO	P04183	P04184	1	1
OtO	P04196	Q9ESB3	1	1
OtO	P04198	P03966	1	1
OtO	P04201	P30554	1	1
OtO	P04216	P01831	1	1
OtO	P04217	Q19LI2	1	1
OtO	P04233	P04441	1	1
OtO	P04234	P04235	1	1
OtO	P04264	P04104	1	1
OtO	P04271	P50114	1	1
OtO	P04275	Q8CIZ8	1	1
OtO	P04278	P97497	1	1
OtO	P04350	Q9D6F9	1	1
OtO	P04424	Q91YI0	1	1
OtO	P04437	A0A0B4J1K4	4	1
OtO	P04626	P70424	1	1
OtO	P04628	P04426	1	1
OtO	P04629	Q3UFB7	1	1
OtO	P04632	O88456	1	1
OtO	P04637	P02340	1	1
OtO	P04792	P14602	1	1
OtO	P04798	P00184	1	1
OtO	P04818	P07607	1	1
OtO	P04839	Q61093	1	1
OtO	P04843	Q91YQ5	1	1
OtO	P04844	Q9DBG6	1	1
OtO	P04899	P08752	1	1
OtO	P04908	C0HKE4	1	1
OtO	P04920	P13808	1	1
OtO	P04921	Q78HU7	1	1
OtO	P05019	P05017	1	1
OtO	P05023	Q8VDN2	1	1
OtO	P05026	P14094	1	1
OtO	P05060	P16014	1	1
OtO	P05062	Q91Y97	1	1
OtO	P05067	P12023	1	1
OtO	P05089	Q61176	1	1
OtO	P05090	P51910	1	1
OtO	P05091	P47738	1	1
OtO	P05093	P27786	1	1
OtO	P05106	O54890	1	1
OtO	P05107	P11835	1	1
OtO	P05108	Q9QZ82	1	1
OtO	P05109	P27005	1	1
OtO	P05111	Q04997	1	1
OtO	P05112	P07750	1	1
OtO	P05113	P04401	1	1
OtO	P05114	P18608	1	1
OtO	P05120	P12388	2	1
OtO	P05121	P22777	1	1
OtO	P05129	P63318	1	1
OtO	P05141	P51881	1	1
OtO	P05154	P70458	3	1
OtO	P05155	P97290	1	1
OtO	P05156	Q61129	1	1
OtO	P05160	Q07968	1	1
OtO	P05161	Q64339	1	1
OtO	P05162	Q9CQW5	1	1
OtO	P05164	P11247	1	1
OtO	P05165	Q91ZA3	1	1
OtO	P05166	Q99MN9	1	1
OtO	P05177	P00186	2	1
OtO	P05181	Q05421	1	1
OtO	P05186	P09242	1	1
OtO	P05198	Q6ZWX6	1	1
OtO	P05204	P09602	1	1
OtO	P05230	P61148	1	1
OtO	P05231	P08505	1	1
OtO	P05305	P22387	1	1
OtO	P05362	P13597	1	1
OtO	P05386	P47955	1	1
OtO	P05387	P99027	1	1
OtO	P05388	P14869	1	1
OtO	P05408	P12961	1	1
OtO	P05412	P05627	1	1
OtO	P05413	P11404	1	1
OtO	P05423	Q91WD1	1	1
OtO	P05452	P43025	1	1
OtO	P05455	P32067	1	1
OtO	P05496	Q9CR84	1	1
OtO	P05543	P61939	1	1
OtO	P05546	P49182	1	1
OtO	P05549	P34056	1	1
OtO	P05556	P09055	1	1
OtO	P05771	P68404	1	1
OtO	P05783	P05784	1	1
OtO	P05787	P11679	1	1
OtO	P05813	P02525	1	1
OtO	P05814	P10598	1	1
OtO	P05937	P12658	1	1
OtO	P05976	P05977	1	1
OtO	P05981	O35453	1	1
OtO	P05997	Q3U962	1	1
OtO	P06127	P13379	1	1
OtO	P06132	P70697	1	1
OtO	P06213	P15208	1	1
OtO	P06239	P06240	1	1
OtO	P06241	P39688	1	1
OtO	P06276	Q03311	1	1
OtO	P06280	P51569	1	1
OtO	P06307	P09240	1	1
OtO	P06340	Q9QWV1	1	1
OtO	P06396	P13020	1	1
OtO	P06400	P13405	1	1
OtO	P06401	Q00175	1	1
OtO	P06454	P26350	1	1
OtO	P06493	P11440	1	1
OtO	P06576	P56480	1	1
OtO	P06681	P21180	1	1
OtO	P06702	P31725	1	1
OtO	P06703	P14069	1	1
OtO	P06727	P06728	1	1
OtO	P06729	P08920	1	1
OtO	P06730	P63073	1	1
OtO	P06732	P07310	1	1
OtO	P06733	P17182	1	1
OtO	P06734	P20693	1	1
OtO	P06737	Q9ET01	1	1
OtO	P06744	P06745	1	1
OtO	P06746	Q8K409	1	1
OtO	P06748	Q61937	1	1
OtO	P06753	P21107	1	1
OtO	P06756	P43406	1	1
OtO	P06850	Q8CIT0	1	1
OtO	P06858	P11152	1	1
OtO	P06865	P29416	1	1
OtO	P07093	Q07235	1	1
OtO	P07098	Q9CPP7	1	1
OtO	P07099	Q9D379	1	1
OtO	P07101	P24529	1	1
OtO	P07108	P31786	1	1
OtO	P07148	P12710	1	1
OtO	P07195	P16125	1	1
OtO	P07196	P08551	1	1
OtO	P07197	P08553	1	1
OtO	P07199	P27790	1	1
OtO	P07202	P35419	1	1
OtO	P07203	P11352	1	1
OtO	P07204	P15306	1	1
OtO	P07225	Q08761	1	1
OtO	P07237	P09103	1	1
OtO	P07305	P10922	1	1
OtO	P07306	P34927	1	1
OtO	P07307	P24721	2	1
OtO	P07311	P56376	1	1
OtO	P07315	Q61597	1	1
OtO	P07316	P04344	1	1
OtO	P07332	P16879	1	1
OtO	P07333	P09581	1	1
OtO	P07339	P18242	1	1
OtO	P07357	Q8K182	1	1
OtO	P07358	Q8BH35	1	1
OtO	P07359	O35930	1	1
OtO	P07360	Q8VCG4	1	1
OtO	P07384	O35350	1	1
OtO	P07437	P99024	1	1
OtO	P07451	P16015	1	1
OtO	P07476	P48997	1	1
OtO	P07492	Q8R1I2	1	1
OtO	P07498	P06796	1	1
OtO	P07510	P04760	1	1
OtO	P07550	P18762	1	1
OtO	P07585	P28654	1	1
OtO	P07602	Q61207	1	1
OtO	P07686	P20060	1	1
OtO	P07737	P62962	1	1
OtO	P07738	P15327	1	1
OtO	P07741	P08030	1	1
OtO	P07766	P22646	1	1
OtO	P07814	Q8CGC7	1	1
OtO	P07858	P10605	1	1
OtO	P07900	P07901	1	1
OtO	P07902	Q03249	1	1
OtO	P07910	Q9Z204	1	1
OtO	P07911	Q91X17	1	1
OtO	P07942	P02469	1	1
OtO	P07947	Q04736	1	1
OtO	P07948	P25911	1	1
OtO	P07949	P35546	1	1
OtO	P07951	P58774	1	1
OtO	P07954	P97807	1	1
OtO	P07988	P50405	1	1
OtO	P07992	P07903	1	1
OtO	P07996	P35441	1	1
OtO	P07998	P00683	1	1
OtO	P08034	P28230	1	1
OtO	P08047	O89090	1	1
OtO	P08069	Q60751	1	1
OtO	P08100	P15409	1	1
OtO	P08118	O08540	1	1
OtO	P08123	Q01149	1	1
OtO	P08133	P14824	1	1
OtO	P08134	Q62159	1	1
OtO	P08138	Q9Z0W1	1	1
OtO	P08151	P47806	1	1
OtO	P08172	Q9ERZ4	1	1
OtO	P08173	P32211	1	1
OtO	P08183	P21447	1	1
OtO	P08185	Q06770	12	1
OtO	P08195	P10852	1	1
OtO	P08235	Q8VII8	1	1
OtO	P08236	P12265	1	1
OtO	P08237	P47857	1	1
OtO	P08238	P11499	1	1
OtO	P08240	Q9DBG7	1	1
OtO	P08243	Q61024	1	1
OtO	P08246	Q3UP87	1	1
OtO	P08247	Q62277	1	1
OtO	P08253	P33434	1	1
OtO	P08254	P28862	2	1
OtO	P08294	O09164	7	1
OtO	P08311	P28293	1	1
OtO	P08319	Q9QYY9	1	1
OtO	P08397	P22907	1	1
OtO	P08473	Q61391	1	1
OtO	P08476	Q04998	1	1
OtO	P08493	P19788	1	1
OtO	P08514	Q9QUM0	1	1
OtO	P08559	P35486	1	1
OtO	P08567	Q9JHK5	1	1
OtO	P08571	P10810	1	1
OtO	P08572	P08122	1	1
OtO	P08574	Q9D0M3	1	1
OtO	P08575	P06800	1	1
OtO	P08579	Q9CQI7	1	1
OtO	P08581	P16056	1	1
OtO	P08582	Q9R0R1	1	1
OtO	P08588	P34971	1	1
OtO	P08590	P09542	2	1
OtO	P08603	P06909	1	1
OtO	P08620	P11403	1	1
OtO	P08621	Q62376	1	1
OtO	P08631	P08103	1	1
OtO	P08648	P11688	1	1
OtO	P08651	P70255	1	1
OtO	P08670	P20152	1	1
OtO	P08686	P03940	1	1
OtO	P08697	Q61247	1	1
OtO	P08708	P63276	1	1
OtO	P08709	P70375	1	1
OtO	P08727	P19001	1	1
OtO	P08729	Q9DCV7	1	1
OtO	P08754	Q9DC51	1	1
OtO	P08758	P48036	1	1
OtO	P08779	Q9Z2K1	2	1
OtO	P08833	P47876	1	1
OtO	P08842	P50427	12171	1
OtO	P08865	P14206	1	1
OtO	P08887	P22272	3	1
OtO	P08908	Q64264	1	1
OtO	P08910	Q9QXM0	1	1
OtO	P08912	Q920H4	1	1
OtO	P08913	Q01338	1	1
OtO	P08922	Q78DX7	1	1
OtO	P08949	Q9CR53	1	1
OtO	P08962	P41731	1	1
OtO	P08F94	E9PZ36	1	1
OtO	P09001	Q99N95	1	1
OtO	P09012	Q62189	1	1
OtO	P09016	P10628	1	1
OtO	P09017	Q08624	1	1
OtO	P09038	P15655	12668	1
OtO	P09067	P09079	1	1
OtO	P09086	Q00196	1	1
OtO	P09104	P17183	1	1
OtO	P09131	P21129	1	1
OtO	P09132	Q9D7A6	1	1
OtO	P09172	Q64237	1	1
OtO	P09234	Q62241	1	1
OtO	P09237	Q10738	1	1
OtO	P09238	O55123	1	1
OtO	P09326	P18181	1	1
OtO	P09327	Q62468	1	1
OtO	P09382	P16045	1	1
OtO	P09417	Q8BVI4	1	1
OtO	P09429	P63158	1	1
OtO	P09430	P10856	1	1
OtO	P09455	Q00915	1	1
OtO	P09467	Q9QXD6	1	1
OtO	P09471	P18872	1	1
OtO	P09486	P07214	1	1
OtO	P09493	P58771	1	1
OtO	P09496	O08585	1	1
OtO	P09497	Q6IRU5	1	1
OtO	P09525	P97429	1	1
OtO	P09529	Q04999	1	1
OtO	P09543	P16330	1	1
OtO	P09544	P21552	1	1
OtO	P09564	P50283	71	1
OtO	P09601	P14901	1	1
OtO	P09603	P07141	1	1
OtO	P09619	P05622	1	1
OtO	P09622	O08749	1	1
OtO	P09629	P09024	1	1
OtO	P09630	P10629	1	1
OtO	P09661	P57784	1	1
OtO	P09668	P49935	1	1
OtO	P09669	Q9CPQ1	10	1
OtO	P09681	P48756	1	1
OtO	P09683	Q08535	2	1
OtO	P09693	P11942	1	1
OtO	P09758	Q8BGV3	1	1
OtO	P09769	P14234	1	1
OtO	P09848	F8VPT3	1	1
OtO	P09874	P11103	1	1
OtO	P09884	P33609	1	1
OtO	P09913	Q64112	1	1
OtO	P09917	P48999	1	1
OtO	P09919	P09920	1	1
OtO	P09936	Q9R0P9	1	1
OtO	P09958	P23188	1	1
OtO	P09960	P24527	1	1
OtO	P09972	P05063	1	1
OtO	P0C024	Q99P30	1	1
OtO	P0C025	Q9CWD3	1	1
OtO	P0C091	Q5H8B9	1	1
OtO	P0C0P6	P0C0P8	1	1
OtO	P0C0S5	P0C0S6	1	1
OtO	P0C1S8	Q66JT0	1	1
OtO	P0C1Z6	Q3U1J1	1	1
OtO	P0C221	E9PVB3	2	1
OtO	P0C263	P0C5K1	1	1
OtO	P0C264	P0C5K0	1	1
OtO	P0C2L3	Q8BUM6	1	1
OtO	P0C2S0	Q3URE8	1	1
OtO	P0C2W1	Q8K3B1	1	1
OtO	P0C626	Q8VF76	2	1
OtO	P0C628	Q7TS40	1	1
OtO	P0C671	Q8CC96	1	1
OtO	P0C6A0	Q1WG82	1	1
OtO	P0C6C1	Q8BLB8	1	1
OtO	P0C6S8	Q6GQU6	1	1
OtO	P0C6T2	Q99LX8	1	1
OtO	P0C7I6	Q8C963	2	1
OtO	P0C7L1	Q09TK9	2	1
OtO	P0C7M7	Q80W40	1	1
OtO	P0C7M8	P0C7M9	1	1
OtO	P0C7N1	Q8VFL0	1	1
OtO	P0C7P0	B1AR13	3	1
OtO	P0C7P3	V9GXG1	1	1
OtO	P0C7T5	P0C7T6	1	1
OtO	P0C7T8	Q3UNB8	1	1
OtO	P0C7U0	Q8C8T7	1	1
OtO	P0C7W0	B1ARI9	1	1
OtO	P0C7W6	Q810N9	3	1
OtO	P0C7X2	E9Q5M9	1	1
OtO	P0C851	Q8BFY0	1	1
OtO	P0C869	P0C871	1	1
OtO	P0C870	P0C872	1	1
OtO	P0C875	Q497Q6	4	1
OtO	P0C8F1	Q09098	1	1
OtO	P0CAP1	Q3UIJ9	1	1
OtO	P0CAP2	Q6P6I6	1	1
OtO	P0CB38	G5E8X2	1	1
OtO	P0CG01	Q9D0T7	1	1
OtO	P0CG12	P0CG14	1	1
OtO	P0CG13	P0CG15	1	1
OtO	P0CG20	E0CXQ2	1	1
OtO	P0CG21	Q3UP44	1	1
OtO	P0CG40	Q64HY3	1	1
OtO	P0CG48	P0CG50	1	1
OtO	P0CJ74	J3QJY3	12	1
OtO	P0CJ78	Q3U3I9	1	1
OtO	P0CK96	Q8C811	1	1
OtO	P0CW18	F2YMG0	1	1
OtO	P0CW23	G3UWD5	10	1
OtO	P0CW27	S4R181	4	1
OtO	P0DH78	Q3UIW8	1	1
OtO	P0DI80	Q3U0I6	1	1
OtO	P0DJ07	P0DJE0	1	1
OtO	P0DJ93	E9Q942	1	1
OtO	P0DJG4	Q9DA15	1	1
OtO	P0DJH9	B2RV38	1	1
OtO	P0DJR0	E9PW74	1	1
OtO	P0DKB5	Q8C013	1	1
OtO	P0DKL9	Q3UKZ7	1	1
OtO	P0DKX4	J3QNP2	1	1
OtO	P0DL12	A0A504	1	1
OtO	P0DMC3	P0DMC4	1	1
OtO	P0DMQ5	A0A1L1STD6	1	1
OtO	P0DMS8	Q61618	1	1
OtO	P0DMS9	G3X8R9	1	1
OtO	P0DMT0	Q9CV60	1	1
OtO	P0DMW3	E9Q3K4	13	1
OtO	P0DN84	P0DN83	1	1
OtO	P0DO92	A0A1D5RM53	33	1
OtO	P0DO97	E9PYL8	1	1
OtO	P0DP57	P0DP59	1	1
OtO	P0DP58	P0DP60	1	1
OtO	P0DP72	A0A140LHF2	1	1
OtO	P0DPA2	Q6P3A4	1	1
OtO	P0DPB6	P97304	1	1
OtO	P0DPD7	P0DPE0	6	1
OtO	P0DPD8	P0DPD9	1	1
OtO	P0DPE3	A0A1Y7VIT9	1	1
OtO	P0DTE4	Q80X89	8	1
OtO	P0DTE5	Q6PDD0	2	1
OtO	P0DTF9	D3YUK8	1	1
OtO	P0DTL5	P0DW86	1	1
OtO	P0DTL6	P0DW87	1	1
OtO	P0DV60	A0A0A6YVV1	1	1
OtO	P10070	Q0VGT2	1	1
OtO	P10071	Q61602	1	1
OtO	P10073	Q8BGS5	1	1
OtO	P10074	Q1H9T6	1	1
OtO	P10082	Q9EPS2	1	1
OtO	P10092	Q99MP3	1	1
OtO	P10109	P46656	1	1
OtO	P10114	Q80ZJ1	1	1
OtO	P10124	P13609	1	1
OtO	P10144	P04187	1	1
OtO	P10155	O08848	1	1
OtO	P10176	Q64445	35	1
OtO	P10242	P06876	1	1
OtO	P10243	P51960	1	1
OtO	P10244	P48972	1	1
OtO	P10253	P70699	1	1
OtO	P10275	P19091	1	1
OtO	P10276	P11416	1	1
OtO	P10301	P10833	1	1
OtO	P10323	P23578	1	1
OtO	P10398	P04627	1	1
OtO	P10415	P10417	1	1
OtO	P10451	P10923	1	1
OtO	P10515	Q8BMF4	1	1
OtO	P10523	P20443	1	1
OtO	P10586	A2A8L5	1	1
OtO	P10588	P43136	1	1
OtO	P10589	Q60632	1	1
OtO	P10599	P10639	1	1
OtO	P10600	P17125	1	1
OtO	P10606	P19536	1	1
OtO	P10619	P16675	1	1
OtO	P10620	Q91VS7	1	1
OtO	P10636	P10637	1	1
OtO	P10643	D3YXF5	1	1
OtO	P10644	Q9DBC7	1	1
OtO	P10645	P26339	1	1
OtO	P10646	O54819	1	1
OtO	P10721	P05532	1	1
OtO	P10745	P49194	1	1
OtO	P10746	P51163	1	1
OtO	P10747	P31041	1	1
OtO	P10767	P21658	1	1
OtO	P10768	Q9R0P3	1	1
OtO	P10809	P63038	1	1
OtO	P10826	P22605	2	1
OtO	P10827	P63058	1	1
OtO	P10828	P37242	1	1
OtO	P10909	Q06890	1	1
OtO	P10911	Q8BLE2	1	1
OtO	P10912	P16882	1	1
OtO	P10914	P15314	1	1
OtO	P10915	Q9QUP5	1	1
OtO	P10916	P51667	1	1
OtO	P10997	P12968	1	1
OtO	P11021	P20029	1	1
OtO	P11047	P02468	1	1
OtO	P11049	Q61470	1	1
OtO	P11055	P13541	1	1
OtO	P11086	P40935	1	1
OtO	P11117	P24638	1	1
OtO	P11137	P20357	1	1
OtO	P11142	P63017	1	1
OtO	P11150	P27656	1	1
OtO	P11161	P08152	1	1
OtO	P11166	P17809	1	1
OtO	P11168	P14246	1	1
OtO	P11171	P48193	1	1
OtO	P11172	P13439	1	1
OtO	P11177	Q9D051	1	1
OtO	P11182	P53395	1	1
OtO	P11215	P05555	1	1
OtO	P11216	Q8CI94	1	1
OtO	P11217	Q9WUB3	1	1
OtO	P11226	P41317	2	1
OtO	P11229	P12657	1	1
OtO	P11230	P09690	1	1
OtO	P11233	P63321	1	1
OtO	P11234	Q9JIW9	1	1
OtO	P11274	Q6PAJ1	1	1
OtO	P11277	P15508	1	1
OtO	P11279	P11438	1	1
OtO	P11308	P81270	1	1
OtO	P11309	P06803	1	1
OtO	P11310	P45952	1	1
OtO	P11362	P16092	1	1
OtO	P11387	Q04750	1	1
OtO	P11388	Q01320	1	1
OtO	P11413	Q00612	1	1
OtO	P11441	P21126	1	1
OtO	P11473	P48281	1	1
OtO	P11474	O08580	1	1
OtO	P11487	P05524	1	1
OtO	P11488	P20612	1	1
OtO	P11498	Q05920	1	1
OtO	P11511	P28649	1	1
OtO	P11532	P11531	1	1
OtO	P11586	Q922D8	1	1
OtO	P11678	P49290	1	1
OtO	P11684	Q06318	12	1
OtO	P11686	P21841	1	1
OtO	P11717	Q07113	1	1
OtO	P11766	P28474	1	1
OtO	P11801	Q91YA2	1	1
OtO	P11802	P30285	1	1
OtO	P11831	Q9JM73	1	1
OtO	P11836	P19437	1	1
OtO	P11844	P04345	6	1
OtO	P11908	Q9CS42	1	1
OtO	P11912	P11911	1	1
OtO	P11926	P00860	1	1
OtO	P11940	P29341	1	1
OtO	P12004	P17918	1	1
OtO	P12034	P15656	1	1
OtO	P12036	P19246	1	1
OtO	P12074	P43024	1	1
OtO	P12081	Q61035	1	1
OtO	P12104	P55050	1	1
OtO	P12107	Q61245	1	1
OtO	P12109	Q04857	1	1
OtO	P12110	Q02788	1	1
OtO	P12235	P48962	1	1
OtO	P12259	O88783	1	1
OtO	P12268	P24547	1	1
OtO	P12270	F6ZDS4	1	1
OtO	P12271	Q9Z275	1	1
OtO	P12272	P22858	1	1
OtO	P12273	P02816	1	1
OtO	P12277	Q04447	1	1
OtO	P12314	P26151	1	1
OtO	P12319	P20489	1	1
OtO	P12429	O35639	1	1
OtO	P12524	P10166	1	1
OtO	P12532	P30275	1	1
OtO	P12544	P11032	1	1
OtO	P12643	P21274	1	1
OtO	P12644	P21275	1	1
OtO	P12645	Q8BHE5	1	1
OtO	P12694	P50136	1	1
OtO	P12755	Q60698	1	1
OtO	P12757	Q60665	1	1
OtO	P12814	Q7TPR4	1	1
OtO	P12821	P09470	1	1
OtO	P12829	P09541	1	1
OtO	P12830	P09803	1	1
OtO	P12882	Q5SX40	1	1
OtO	P12883	Q91Z83	1	1
OtO	P12931	P05480	1	1
OtO	P12955	Q11136	1	1
OtO	P12956	P23475	1	1
OtO	P12980	P27792	1	1
OtO	P13010	P27641	1	1
OtO	P13051	P97931	1	1
OtO	P13056	Q505F1	1	1
OtO	P13073	P19783	1	1
OtO	P13196	Q8VC19	1	1
OtO	P13224	P56400	1	1
OtO	P13232	P10168	1	1
OtO	P13284	Q9ESY9	1	1
OtO	P13349	P24699	1	1
OtO	P13378	P23463	1	1
OtO	P13473	P17047	1	1
OtO	P13489	Q91VI7	1	1
OtO	P13497	P98063	1	1
OtO	P13498	Q61462	1	1
OtO	P13500	Q62401	3	1
OtO	P13501	P30882	1	1
OtO	P13521	Q03517	1	1
OtO	P13533	Q02566	1	1
OtO	P13535	P13542	1	1
OtO	P13569	P26361	1	1
OtO	P13584	Q64462	1	1
OtO	P13591	P13595	8	1
OtO	P13598	P35330	1	1
OtO	P13611	Q62059	1	1
OtO	P13612	Q00651	1	1
OtO	P13631	P18911	1	1
OtO	P13637	Q6PIC6	1	1
OtO	P13639	P58252	1	1
OtO	P13645	P02535	1	1
OtO	P13646	P08730	2	1
OtO	P13647	Q922U2	1	1
OtO	P13667	P08003	1	1
OtO	P13671	E9Q6D8	1	1
OtO	P13674	Q60715	1	1
OtO	P13682	G3X9I0	1	1
OtO	P13686	Q05117	1	1
OtO	P13693	P63028	1	1
OtO	P13716	P10518	1	1
OtO	P13725	P53347	1	1
OtO	P13726	P20352	1	1
OtO	P13727	Q61878	1	1
OtO	P13765	O35424	1	1
OtO	P13796	Q61233	1	1
OtO	P13797	Q99K51	1	1
OtO	P13798	Q8R146	1	1
OtO	P13804	Q99LC5	1	1
OtO	P13805	O88346	1	1
OtO	P13807	Q9Z1E4	1	1
OtO	P13861	P12367	1	1
OtO	P13866	Q8C3K6	1	1
OtO	P13929	P21550	1	1
OtO	P13942	Q64739	1	1
OtO	P13945	P25962	1	1
OtO	P13984	Q8R0A0	1	1
OtO	P13994	Q9D516	1	1
OtO	P13995	P18155	1	1
OtO	P14061	P51656	2	1
OtO	P14091	P70269	1	1
OtO	P14136	P03995	1	1
OtO	P14138	P48299	1	1
OtO	P14151	P18337	1	1
OtO	P14174	P34884	1	1
OtO	P14210	Q08048	1	1
OtO	P14222	P10820	1	1
OtO	P14314	O08795	1	1
OtO	P14316	P23906	1	1
OtO	P14317	P49710	1	1
OtO	P14324	Q920E5	103	1
OtO	P14373	Q62158	1	1
OtO	P14384	Q80V42	1	1
OtO	P14410	F8VQM5	1	1
OtO	P14415	P14231	1	1
OtO	P14416	P61168	1	1
OtO	P14543	P10493	1	1
OtO	P14550	Q9JII6	1	1
OtO	P14555	P31482	1	1
OtO	P14616	Q9WTL4	1	1
OtO	P14618	P52480	1	1
OtO	P14621	P56375	1	1
OtO	P14625	P08113	1	1
OtO	P14635	P24860	1	1
OtO	P14649	Q8CI43	1	1
